"ID_Reporte","Fecha_Emision","Fecha_Auditoria_Forense","Investigador_Responsable","Comite_Aprobador","Ensayo_Asociado","Sede","ID_Sujeto_Principal","Num_Sujetos_Declarados","Num_Sujetos_Real","Tasa_Exito_Declarada_Pct","Tasa_Exito_Real_Pct","Muertes_Reportadas","Muertes_Reales_Estimadas","Tipo_Alteracion_Principal","Num_Alteraciones_Detectadas","Clasificacion_Documento","Nivel_Riesgo_Fraude","Score_Fraude_0_100","Estado_Auditoria","Auditado_Por","Observaciones"
"RBF-04368","2012-12-12","2013-11-19","Dra. Reyes, P.","Panel Clínico Raccoon City","Estudio Plagas-Las Illuminadas","Spencer Estate Lab","SUJ-1145","36","48","77.39","39.64","0","7","Fabricación de consentimiento informado","13","RESTRINGIDO","Alto","77.1","Escalado a fiscal","AUD-154","Firmas no coinciden con fecha declarada."
"RBF-04369","2020-02-16","2020-08-29","Dra. Novak, H.","Comité Internacional de Bioética","Estudio Megamycete","Laboratorio Remoto Dulvey","SUJ-8642","62","68","81.82","44.47","4","14","Fabricación de consentimiento informado","6","USO INTERNO","Alto","68.5","Archivado","AUD-527","Resultados estadísticos inconsistentes."
"RBF-04370","2022-02-08","2023-06-23","Dra. Reyes, P.","Comité de Revisión Externe BSAA","Ensayo Mold-E-Variant","Raccoon City Hospital","SUJ-1606","42","52","80.23","31.23","1","5","Omisión de efectos adversos","14","ULTRA SECRETO","Crítico","72.9","Pendiente","AUD-268","Hash de documento no coincide con archivo original."
"RBF-04371","2018-04-10","2019-12-15","Dra. Spencer, A.","Panel de Cumplimiento Viral","Estudio Megamycete","Mobile Unit Delta","SUJ-6877","76","87","89.61","34.77","0","1","Alteración de fechas de aplicación","15","RESTRINGIDO","Medio","78.7","Archivado","AUD-144","Aprobación ética emitida retroactivamente."
"RBF-04372","2022-02-24","2023-11-13","Dr. Mendoza, F.","Comité Ético NEST-Arklay","Estudio Plagas-Las Illuminadas","Raccoon City Hospital","SUJ-8867","42","55","79.53","44.2","2","8","Falsificación de grupo de control","2","ULTRA SECRETO","Alto","87.1","Archivado","AUD-626","Hash de documento no coincide con archivo original."
"RBF-04373","2014-09-21","2014-11-14","Dr. Marcus, J.","Panel de Cumplimiento Viral","Ensayo Mutación Hunter","Centro de Investigación Kijuju","SUJ-4569","61","72","87.01","58.2","2","7","Falsificación de aprobación ética","10","ULTRA SECRETO","Medio","81.7","Archivado","AUD-240","Datos duplicados de ensayo anterior."
"RBF-04374","2018-05-31","2019-10-08","Dra. Reyes, P.","Panel Clínico Raccoon City","Ensayo RE-Cadou","Lab Urbano RC-04","SUJ-7694","13","13","73.71","51.27","3","13","Omisión de efectos adversos","7","ULTRA SECRETO","Crítico","65.3","Fraude confirmado","AUD-208","Protocolo no seguido, datos fabricados."
"RBF-04375","2017-11-04","2019-03-23","Dra. Okafor, B.","Comité de Revisión Umbrella Corp.","Protocolo G-Virus","Centro de Investigación Kijuju","SUJ-1959","11","16","76.97","61.78","4","5","Reemplazo de sujeto de prueba","5","CONFIDENCIAL","Medio","99.1","Fraude confirmado","AUD-943","Firmas no coinciden con fecha declarada."
"RBF-04376","2013-11-25","2014-05-15","Dr. Birkin, W.","Junta de Supervisión STARS","Protocolo Umbrella-X","Spencer Estate Lab","SUJ-2303","54","64","82.59","47.23","1","6","Alteración de fechas de aplicación","8","RESTRINGIDO","Medio","87.3","En revisión","AUD-235","Muestra biológica alterada post-análisis."
"RBF-04377","2019-09-08","2020-11-26","Dr. Torres, C.","Junta de Supervisión STARS","Proyecto Némesis","Mobile Unit Delta","SUJ-5529","16","26","96.36","59.14","4","11","Alteración de fechas de aplicación","13","ULTRA SECRETO","Crítico","71","Escalado a fiscal","AUD-374","Resultados estadísticos inconsistentes."
"RBF-04378","2016-04-08","2016-11-13","Dr. Salazar, R.","Comité de Revisión Umbrella Corp.","Ensayo RE-Cadou","Lab Urbano RC-04","SUJ-6145","8","19","81.81","33.81","0","0","Alteración de fechas de aplicación","7","CONFIDENCIAL","Crítico","94.5","Archivado","AUD-110","Resultados estadísticos inconsistentes."
"RBF-04379","2013-11-25","2015-01-08","Dr. Marcus, J.","Junta de Supervisión STARS","Ensayo Mutación Hunter","Spencer Estate Lab","SUJ-2049","59","59","89.27","54.09","3","6","Fabricación de consentimiento informado","9","CONFIDENCIAL","Alto","88.9","En revisión","AUD-568","Sujeto registrado fallecido antes del ensayo."
"RBF-04380","2013-07-22","2015-05-24","Dr. Wesker, A.","Panel de Cumplimiento Viral","Fase Gamma-Licker","Spencer Estate Lab","SUJ-8216","57","76","78.63","26.97","1","1","Manipulación de estadística de éxito","12","ULTRA SECRETO","Medio","60.2","Pendiente","AUD-959","Sujeto registrado fallecido antes del ensayo."
"RBF-04381","2015-01-06","2016-05-25","Dr. Birkin, W.","Comité Ético NEST-Arklay","Proyecto Némesis","Centro de Investigación Kijuju","SUJ-3945","40","59","75.3","35.18","4","5","Alteración de fechas de aplicación","17","USO INTERNO","Alto","23","Archivado","AUD-893","Datos duplicados de ensayo anterior."
"RBF-04382","2015-05-18","2017-03-26","Dra. Spencer, A.","Comité Ético NEST-Arklay","Fase Gamma-Licker","NEST Underground","SUJ-5227","59","64","73.52","24.91","1","1","Omisión de muerte no reportada","10","ULTRA SECRETO","Medio","50.3","Pendiente","AUD-772","Consentimiento firmado bajo coerción."
"RBF-04383","2015-01-04","2015-02-04","Dr. Dubois, L.","Comité Internacional de Bioética","Ensayo Mold-E-Variant","Spencer Estate Lab","SUJ-5524","2","14","79.94","59.01","0","5","Falsificación de firma de consentimiento","7","ULTRA SECRETO","Bajo","33.8","Archivado","AUD-486","Muestra biológica alterada post-análisis."
"RBF-04384","2017-07-12","2019-05-15","Dr. Ashford, E.","Comité de Revisión Externe BSAA","Estudio Megamycete","Spencer Estate Lab","SUJ-5252","76","87","76.1","26.89","3","13","Omisión de muerte no reportada","5","RESTRINGIDO","Crítico","53.5","Escalado a fiscal","AUD-543","Sujeto registrado fallecido antes del ensayo."
"RBF-04385","2013-08-20","2013-11-30","Dra. Spencer, A.","Panel de Cumplimiento Viral","Estudio Plagas-Las Illuminadas","Arklay Mountain Lab","SUJ-9108","10","19","76.52","34.51","1","6","Omisión de muerte no reportada","15","ULTRA SECRETO","Crítico","65.4","Pendiente","AUD-391","Consentimiento firmado bajo coerción."
"RBF-04386","2012-09-16","2013-11-14","Dra. Petrova, I.","Junta de Supervisión STARS","Proyecto Némesis","Lab Urbano RC-04","SUJ-3084","44","50","91.78","69.97","0","0","Datos de control fabricados","16","CONFIDENCIAL","Bajo","21.5","Pendiente","AUD-836","Datos duplicados de ensayo anterior."
"RBF-04387","2013-11-15","2014-11-20","Dr. Marcus, J.","Panel Bioético Sector B","Fase Gamma-Licker","Spencer Estate Lab","SUJ-4726","11","20","72.41","49.82","2","5","Fabricación de consentimiento informado","16","USO INTERNO","Bajo","26.5","Pendiente","AUD-751","Resultados estadísticos inconsistentes."
"RBF-04388","2016-11-15","2018-06-11","Dra. Petrova, I.","Comité de Revisión Umbrella Corp.","Ensayo Mutación Hunter","Satellite Lab B-17","SUJ-3858","79","96","86.5","34.44","1","4","Manipulación de estadística de éxito","10","CONFIDENCIAL","Medio","33.4","Pendiente","AUD-751","Resultados estadísticos inconsistentes."
"RBF-04389","2015-02-04","2015-04-08","Dra. Vega, N.","Comité de Revisión Umbrella Corp.","Ensayo RE-Cadou","Mobile Unit Delta","SUJ-3406","80","85","81.87","65.58","3","10","Datos de control fabricados","14","USO INTERNO","Crítico","68.2","Pendiente","AUD-445","Sujeto registrado fallecido antes del ensayo."
"RBF-04390","2016-09-20","2017-08-19","Dr. Mendoza, F.","Panel Bioético Sector B","Fase Gamma-Licker","Spencer Estate Lab","SUJ-1812","81","88","85.17","51.67","1","6","Alteración de fechas de aplicación","17","CONFIDENCIAL","Medio","38.8","En revisión","AUD-783","Hash de documento no coincide con archivo original."
"RBF-04391","2015-05-12","2016-08-20","Dra. Novak, H.","Panel Bioético Sector B","Protocolo G-Virus","Spencer Estate Lab","SUJ-4812","2","21","86.63","59.09","1","2","Datos de control fabricados","6","CONFIDENCIAL","Crítico","75.1","Fraude confirmado","AUD-936","Resultados estadísticos inconsistentes."
"RBF-04392","2017-06-06","2018-04-08","Dra. Spencer, A.","Comité de Revisión Umbrella Corp.","Proyecto Excella","Arklay Mountain Lab","SUJ-2875","50","58","80.15","38.55","0","4","Reemplazo de sujeto de prueba","1","ULTRA SECRETO","Alto","96.4","Fraude confirmado","AUD-318","Protocolo no seguido, datos fabricados."
"RBF-04393","2020-10-10","2022-07-29","Dr. Salazar, R.","Panel Bioético Sector B","Ensayo T-002","Raccoon City Hospital","SUJ-1630","12","27","79.67","31.08","4","7","Modificación de resultado post-mortem","11","CONFIDENCIAL","Crítico","60.1","Escalado a fiscal","AUD-498","Testigo externo reporta irregularidades."
"RBF-04394","2012-11-11","2014-06-19","Dra. Reed, L.","Comité de Revisión Umbrella Corp.","Protocolo Umbrella-X","Spencer Estate Lab","SUJ-4018","23","24","91.07","61.65","4","13","Supresión de muestra contaminada","1","ULTRA SECRETO","Medio","23.4","Pendiente","AUD-256","Protocolo no seguido, datos fabricados."
"RBF-04395","2016-01-19","2017-09-29","Dr. Dubois, L.","Panel Clínico Raccoon City","Fase Gamma-Licker","Facility Salazar","SUJ-9302","18","28","94.65","62.57","1","4","Omisión de muerte no reportada","12","USO INTERNO","Crítico","47.5","Fraude confirmado","AUD-948","Aprobación ética emitida retroactivamente."
"RBF-04396","2014-10-27","2015-06-26","Dra. Novak, H.","Comité Internacional de Bioética","Ensayo T-002","Satellite Lab B-17","SUJ-8214","62","80","77.01","22.73","3","14","Manipulación de estadística de éxito","15","ULTRA SECRETO","Crítico","44.5","Archivado","AUD-688","Resultados estadísticos inconsistentes."
"RBF-04397","2022-08-03","2022-11-23","Dra. Cortez, M.","Panel de Cumplimiento Viral","Proyecto Némesis","NEST Underground","SUJ-6199","62","65","74.54","28.18","3","10","Falsificación de firma de consentimiento","5","RESTRINGIDO","Medio","76.3","Escalado a fiscal","AUD-230","Muestra biológica alterada post-análisis."
"RBF-04398","2014-10-07","2016-08-02","Dr. Birkin, W.","Comité de Revisión Umbrella Corp.","Protocolo Umbrella-X","Raccoon City Hospital","SUJ-1687","38","40","95.34","44.45","0","4","Manipulación de dosis registrada","10","RESTRINGIDO","Crítico","59.2","Fraude confirmado","AUD-219","Datos duplicados de ensayo anterior."
"RBF-04399","2020-01-31","2021-02-07","Dr. Torres, C.","Panel Clínico Raccoon City","Prueba NE-α","Raccoon City Hospital","SUJ-4734","67","81","81.1","48.55","1","3","Modificación de resultado post-mortem","17","CONFIDENCIAL","Medio","54.6","En revisión","AUD-874","Testigo externo reporta irregularidades."
"RBF-04400","2019-01-04","2019-03-31","Dra. Reed, L.","Panel de Cumplimiento Viral","Proyecto Némesis","Satellite Lab B-17","SUJ-1996","38","45","86.33","61.97","1","10","Omisión de muerte no reportada","10","RESTRINGIDO","Crítico","87.8","Pendiente","AUD-812","Aprobación ética emitida retroactivamente."
"RBF-04401","2017-07-23","2019-01-31","Dra. Reed, L.","Panel Bioético Sector B","Experimento Wesker","Lab Urbano RC-04","SUJ-5244","67","70","81.35","49.88","4","15","Falsificación de aprobación ética","7","ULTRA SECRETO","Alto","66.1","Pendiente","AUD-351","Sujeto registrado fallecido antes del ensayo."
"RBF-04402","2018-08-29","2020-08-18","Dr. Dubois, L.","Comité de Ética Médica T-Sector","Fase Miranda-Prime","Satellite Lab B-17","SUJ-5217","61","71","75.27","31.63","0","3","Fabricación de consentimiento informado","6","USO INTERNO","Crítico","59.1","Escalado a fiscal","AUD-841","Firmas no coinciden con fecha declarada."
"RBF-04403","2018-11-30","2020-01-06","Dra. Spencer, A.","Panel de Cumplimiento Viral","Ensayo RE-Cadou","Arklay Mountain Lab","SUJ-1264","1","17","87.32","67.94","2","2","Datos de control fabricados","9","USO INTERNO","Crítico","86.2","Archivado","AUD-440","Sujeto registrado fallecido antes del ensayo."
"RBF-04404","2014-03-11","2014-06-01","Dr. Ashford, E.","Comité de Ética Médica T-Sector","Ensayo Mold-E-Variant","Laboratorio Remoto Dulvey","SUJ-6789","45","53","85.65","59.83","3","8","Omisión de muerte no reportada","2","USO INTERNO","Bajo","89.6","Fraude confirmado","AUD-144","Sujeto registrado fallecido antes del ensayo."
"RBF-04405","2017-02-18","2017-07-11","Dra. Petrova, I.","Panel de Cumplimiento Viral","Ensayo Mold-E-Variant","Centro de Investigación Kijuju","SUJ-9854","28","28","77.28","60.41","3","13","Fabricación de consentimiento informado","12","USO INTERNO","Medio","49.9","Escalado a fiscal","AUD-748","Protocolo no seguido, datos fabricados."
"RBF-04406","2013-03-14","2014-05-10","Dr. Isaacs, S.","Junta Regulatoria Nemesis Div.","Protocolo G-Virus","Mobile Unit Delta","SUJ-1732","21","28","83.75","51.46","1","10","Omisión de efectos adversos","5","RESTRINGIDO","Crítico","45.8","Pendiente","AUD-974","Muestra biológica alterada post-análisis."
"RBF-04407","2013-07-08","2014-08-16","Dr. Wesker, A.","Comité de Ética Médica T-Sector","Proyecto Excella","Spencer Estate Lab","SUJ-4845","13","14","92.72","44.62","0","3","Reemplazo de sujeto de prueba","15","CONFIDENCIAL","Medio","57.7","Pendiente","AUD-202","Muestra biológica alterada post-análisis."
"RBF-04408","2015-06-01","2016-10-19","Dra. Reed, L.","Comité Internacional de Bioética","Ensayo RE-Cadou","Lab Urbano RC-04","SUJ-6729","27","39","87.35","71.36","2","7","Falsificación de aprobación ética","13","ULTRA SECRETO","Medio","3.2","Fraude confirmado","AUD-207","Aprobación ética emitida retroactivamente."
"RBF-04409","2012-01-28","2013-11-21","Dr. Chen, W.","Comité Ético NEST-Arklay","Proyecto Némesis","Raccoon City Hospital","SUJ-2788","7","7","74.52","32.51","3","4","Alteración de fechas de aplicación","2","ULTRA SECRETO","Crítico","65.6","Fraude confirmado","AUD-345","Muestra biológica alterada post-análisis."
"RBF-04410","2022-08-22","2022-11-01","Dra. Cortez, M.","Comité de Revisión Umbrella Corp.","Fase Gamma-Licker","Arklay Mountain Lab","SUJ-2269","22","31","86.25","33.95","0","4","Falsificación de aprobación ética","15","ULTRA SECRETO","Medio","58.2","Escalado a fiscal","AUD-377","Testigo externo reporta irregularidades."
"RBF-04411","2016-06-08","2017-07-17","Dra. Okafor, B.","Comité de Revisión Externe BSAA","Proyecto Némesis","Spencer Estate Lab","SUJ-9305","74","85","90.27","65.79","2","12","Falsificación de firma de consentimiento","14","RESTRINGIDO","Bajo","55.8","Pendiente","AUD-362","Firmas no coinciden con fecha declarada."
"RBF-04412","2015-09-22","2016-10-31","Dr. Ashford, E.","Comité de Revisión Umbrella Corp.","Investigación Las Plagas Fase III","Spencer Estate Lab","SUJ-8271","53","63","92.61","49.86","1","9","Alteración de muestra de tejido","9","ULTRA SECRETO","Alto","15.4","Pendiente","AUD-720","Firmas no coinciden con fecha declarada."
"RBF-04413","2021-06-09","2022-01-04","Dr. Chen, W.","Panel de Cumplimiento Viral","Protocolo Umbrella-X","Mobile Unit Delta","SUJ-2854","79","88","88.36","34.36","4","11","Datos de control fabricados","16","RESTRINGIDO","Alto","89.2","Pendiente","AUD-486","Sujeto registrado fallecido antes del ensayo."
"RBF-04414","2018-12-15","2020-11-07","Dr. Salazar, R.","Panel Clínico Raccoon City","Experimento Wesker","Arklay Mountain Lab","SUJ-9372","79","92","75.97","22.48","3","5","Manipulación de estadística de éxito","2","RESTRINGIDO","Alto","59.9","Archivado","AUD-654","Muestra biológica alterada post-análisis."
"RBF-04415","2016-04-05","2017-11-28","Dr. Dubois, L.","Comité Internacional de Bioética","Protocolo G-Virus","Mobile Unit Delta","SUJ-2268","4","17","90.46","66.06","3","3","Falsificación de grupo de control","1","CONFIDENCIAL","Bajo","60.5","En revisión","AUD-805","Consentimiento firmado bajo coerción."
"RBF-04416","2021-01-06","2021-04-14","Dr. Isaacs, S.","Panel de Cumplimiento Viral","Estudio Plagas-Las Illuminadas","NEST Underground","SUJ-4882","23","30","89.61","70.6","2","11","Omisión de muerte no reportada","9","RESTRINGIDO","Bajo","63.2","En revisión","AUD-940","Hash de documento no coincide con archivo original."
"RBF-04417","2021-09-01","2023-04-28","Dra. Petrova, I.","Panel de Cumplimiento Viral","Ensayo Mutación Hunter","Facility Salazar","SUJ-4343","70","80","72.64","51.71","4","6","Omisión de muerte no reportada","14","USO INTERNO","Alto","77.7","Pendiente","AUD-693","Testigo externo reporta irregularidades."
"RBF-04418","2015-09-11","2016-05-07","Dra. Novak, H.","Comité Ético NEST-Arklay","Fase Miranda-Prime","Arklay Mountain Lab","SUJ-6337","84","92","82.71","39.63","0","7","Modificación de resultado post-mortem","2","ULTRA SECRETO","Bajo","72.7","Fraude confirmado","AUD-434","Firmas no coinciden con fecha declarada."
"RBF-04419","2016-12-08","2017-05-28","Dra. Cortez, M.","Comité de Ética Médica T-Sector","Estudio Uroboros","Raccoon City Hospital","SUJ-7084","84","98","80.66","36.63","1","11","Manipulación de estadística de éxito","1","USO INTERNO","Medio","57","Escalado a fiscal","AUD-127","Firmas no coinciden con fecha declarada."
"RBF-04420","2015-10-03","2016-10-09","Dr. Marcus, J.","Comité Internacional de Bioética","Protocolo Umbrella-X","Spencer Estate Lab","SUJ-7815","76","76","89.4","47.43","0","2","Fabricación de consentimiento informado","10","CONFIDENCIAL","Bajo","93.4","En revisión","AUD-704","Testigo externo reporta irregularidades."
"RBF-04421","2016-10-29","2017-07-30","Dra. Okafor, B.","Comité Internacional de Bioética","Ensayo RE-Cadou","Raccoon City Hospital","SUJ-2169","33","51","77.62","49.18","2","6","Omisión de muerte no reportada","11","USO INTERNO","Alto","86.1","Pendiente","AUD-235","Consentimiento firmado bajo coerción."
"RBF-04422","2021-02-22","2022-09-27","Dr. Isaacs, S.","Panel Bioético Sector B","Ensayo Mutación Hunter","Mobile Unit Delta","SUJ-7987","28","45","87.36","65.57","3","4","Omisión de muerte no reportada","9","CONFIDENCIAL","Bajo","97.8","Fraude confirmado","AUD-939","Protocolo no seguido, datos fabricados."
"RBF-04423","2021-03-27","2021-08-20","Dra. Singh, A.","Comité Ético NEST-Arklay","Experimento Wesker","NEST Underground","SUJ-5638","8","19","95.74","57.51","3","3","Falsificación de firma de consentimiento","15","CONFIDENCIAL","Alto","82.3","Escalado a fiscal","AUD-676","Resultados estadísticos inconsistentes."
"RBF-04424","2021-08-21","2023-07-16","Dr. Mendoza, F.","Comité Ético NEST-Arklay","Proyecto Némesis","Arklay Mountain Lab","SUJ-3344","1","8","92.74","58.39","0","10","Falsificación de aprobación ética","16","USO INTERNO","Crítico","72.6","Escalado a fiscal","AUD-184","Resultados estadísticos inconsistentes."
